         111611055 function calls (108786268 primitive calls) in 138.524 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  280/120    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:2409(<lambda>)
    40/15    0.000    0.000    0.036    0.002 {built-in method builtins.exec}
      480    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/gridliner.py:899(<genexpr>)
       21    0.000    0.000    0.007    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/geoaxes.py:230(__init__)
     1039    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/collections.py:1007(get_paths)
      174    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/artist.py:613(set_snap)
      147    0.000    0.000    0.015    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/PIL/Image.py:674(__array_interface__)
       40    0.000    0.000    0.002    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/legend.py:794(<listcomp>)
     2195    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
      177    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axes/_base.py:3446(set_axis_on)
      462    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/artist.py:1056(get_label)
      200    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/_config/config.py:579(_select_options)
       42    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/tkinter/__init__.py:1569(_register)
     1758    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/font_manager.py:1218(score_variant)
      980    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/core/numeric.py:214(_ones_like_dispatcher)
       40    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axes/_axes.py:4246(_parse_scatter_color_args)
      707    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/figure.py:2590(get_layout_engine)
      948    0.000    0.000    0.000    0.000 {built-in method _struct.unpack_from}
    40/11    0.000    0.000    0.003    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/re/_parser.py:447(_parse_sub)
       40    0.000    0.000    0.077    0.002 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/legend_handler.py:93(legend_artist)
      295    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/crs.py:701(threshold)
       78    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:437(cache_from_source)
   120/60    0.000    0.000    0.005    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:2449(inverted)
      513    0.000    0.000    0.000    0.000 {method 'pixel_access' of 'ImagingCore' objects}
     1216    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/crs.py:1024(<lambda>)
       80    0.000    0.000    0.003    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/ticker.py:508(set_params)
      147    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/collections.py:1963(<lambda>)
    51/13    0.000    0.000    0.041    0.003 <frozen importlib._bootstrap>:1122(_find_and_load_unlocked)
       40    0.000    0.000    0.068    0.002 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/geoaxes.py:1680(scatter)
       37    0.000    0.000    0.003    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/figure.py:749(_add_axes_internal)
        1    0.000    0.000    0.029    0.029 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pyarrow/pandas_compat.py:797(table_to_blockmanager)
        7    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/arrays/datetimes.py:1980(_sequence_to_dt64ns)
       60    0.000    0.000    0.006    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/geoaxes.py:706(add_feature)
       67    0.000    0.000    0.005    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axes/_base.py:2241(add_artist)
       40    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/legend_handler.py:202(get_ydata)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pyarrow/pandas_compat.py:1195(_add_any_metadata)
       47    0.000    0.000    0.018    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/collections.py:1372(__init__)
      201    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/shapely/geometry/polygon.py:152(__init__)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/json/decoder.py:343(raw_decode)
      716    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      109    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/re/__init__.py:178(sub)
      200    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/_config/config.py:650(_warn_if_deprecated)
       17    0.000    0.000    0.004    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/tkinter/__init__.py:4050(__init__)
      183    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
      119    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1591(_is_dtype_type)
      157    0.000    0.000    0.004    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pyproj/crs/crs.py:1547(__eq__)
      640    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/inspect.py:300(ismethod)
      149    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.new}
      201    0.000    0.000    0.002    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/path.py:1046(<listcomp>)
     1195    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
       37    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/rcsetup.py:140(validate_bool)
      358    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
      280    0.000    0.000    0.000    0.000 {method 'upper' of 'bytes' objects}
      140    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:440(buffer_rgba)
      380    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axes/_base.py:2635(use_sticky_edges)
       40    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/lib/nanfunctions.py:236(nanmin)
       21    0.000    0.000    0.014    0.001 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/geoaxes.py:578(__clear)
       37    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axes/_base.py:1780(set_box_aspect)
       28    0.000    0.000    0.000    0.000 {method 'convert' of 'ImagingCore' objects}
       46    0.000    0.000    0.059    0.001 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/backends/_backend_tk.py:406(set_cursor)
       21    0.000    0.000    0.010    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/geoaxes.py:266(__init__)
       27    0.000    0.000    0.002    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axes/_base.py:3464(set_xlabel)
      147    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axis.py:1519(get_major_formatter)
       40    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/markers.py:546(_set_circle)
       59    0.000    0.000    0.005    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/backend_bases.py:2808(notify_axes_change)
      480    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/gridliner.py:1276(get_visible)
       40    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/ticker.py:25(__init__)
        1    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/enum.py:1625(convert_class)
        7    0.000    0.000    0.077    0.011 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/backends/_backend_tk.py:770(_Button)
       28    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/PIL/Image.py:856(convert)
        1    0.000    0.000    0.001    0.001 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pyarrow/pandas_compat.py:835(_get_extension_dtypes)
       16    0.000    0.000    0.003    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/PIL/ImageTk.py:113(__init__)
      189    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/construction.py:461(ensure_wrapped_if_datetimelike)
      980    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:302(option_scale_image)
      158    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/internals/base.py:58(_validate_set_axis)
      336    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/ticker.py:296(__init__)
      289    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       84    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:795(null)
       74    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:2195(__init__)
       82    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pyproj/crs/crs.py:153(_is_epsg_code)
       40    0.000    0.000    0.002    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/collections.py:907(update_from)
        9    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/dtypes/base.py:494(find)
       20    0.000    0.000    0.109    0.005 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axes/_axes.py:186(legend)
       30    0.000    0.000    0.019    0.001 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/figure.py:1651(_process_projection_requirements)
      320    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/re/__init__.py:173(search)
       80    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/shapely/geometry/base.py:1092(__getitem__)
      147    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axis.py:1515(get_minor_locator)
      320    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:510(is_scalar_or_string)
      147    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axes/_base.py:3150(get_axisbelow)
       76    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/indexes/base.py:5345(__getitem__)
      165    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/functools.py:65(wraps)
      200    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/ticker.py:311(_hemisphere)
      607    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       64    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/geoaxes.py:2312(_trigger_patch_reclip)
      120    0.000    0.000    0.004    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/tkinter/__init__.py:1712(__setitem__)
      254    0.000    0.000    0.000    0.000 {built-in method _tkinter._flatten}
      222    0.000    0.000    0.008    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:1712(__eq__)
       51    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
      617    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/patches.py:4003(get_mutation_aspect)
      567    0.000    0.000    0.000    0.000 {built-in method sys.is_finalizing}
      157    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/shapely/geometry/multipolygon.py:174(<listcomp>)
      436    0.000    0.000    0.000    0.000 <frozen os>:755(encode)
      980    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/backend_bases.py:682(stop_rasterizing)
      334    0.000    0.000    0.000    0.000 {method '__exit__' of 'numpy.nditer' objects}
       82    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pyproj/crs/crs.py:60(__init__)
       22    0.000    0.000    0.011    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/patch.py:66(<listcomp>)
      980    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/backend_bases.py:448(get_image_magnification)
       80    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/legend.py:697(get_legend_handler)
       40    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:268(disconnect)
       40    0.000    0.000    0.069    0.002 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/geoaxes.py:301(wrapper)
      707    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/artist.py:703(get_figure)
      155    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/construction.py:713(_sanitize_str_dtypes)
        1    0.000    0.000    0.006    0.006 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pyarrow/pandas_compat.py:903(_deserialize_column_index)
      635    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
      366    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1744(<genexpr>)
      246    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/crs.py:115(<genexpr>)
      149    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/PIL/PngImagePlugin.py:924(load_read)
       30    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/gridspec.py:228(__getitem__)
      148    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axis.py:1165(_set_artist_props)
      149    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/PIL/ImageFile.py:219(<listcomp>)
      410    0.000    0.000    0.000    0.000 {built-in method _operator.index}
