         111611055 function calls (108786268 primitive calls) in 138.524 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1781    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/offsetbox.py:439(<listcomp>)
       82    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/crs.py:99(to_proj4_params)
      301    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axis.py:1977(<listcomp>)
     3133    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/lib/arraysetops.py:519(_in1d_dispatcher)
       40    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/legend_handler.py:437(get_sizes)
      548    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/path.py:351(__len__)
       60    0.000    0.000    0.011    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/offsetbox.py:698(__init__)
      981    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/artist.py:1043(set_in_layout)
      441    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axes/_axes.py:5736(<genexpr>)
      147    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/image.py:837(set_filterrad)
      147    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/image.py:820(set_filternorm)
      358    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/shapely/geometry/polygon.py:170(__len__)
     2240    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:294(option_image_nocomposite)
      685    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/cm.py:94(__len__)
      140    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/layout_engine.py:62(__init__)
      605    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/indexes/base.py:926(__len__)
      201    0.000    0.000    0.002    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/shapely/geometry/polygon.py:283(interiors)
      140    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_encoder}
      480    0.000    0.000    0.017    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/ticker.py:56(__call__)
      157    0.000    0.000    0.004    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/crs.py:1139(makes_valid_ring)
      306    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/core/fromnumeric.py:852(sort)
      137    0.000    0.000    0.137    0.001 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/legend.py:937(get_tightbbox)
      140    0.000    0.000    0.030    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/geoaxes.py:259(draw)
      420    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pytz/__init__.py:236(dst)
      165    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/internals/managers.py:1867(__init__)
      181    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/series.py:661(name)
      334    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axes/_base.py:832(<dictcomp>)
      162    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:2089(discard)
     1781    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/offsetbox.py:444(<listcomp>)
      140    0.000    0.000   63.083    0.451 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/artist.py:72(draw_wrapper)
       80    0.000    0.000    0.002    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/ticker.py:149(auto_hide)
    28/14    0.000    0.000    0.003    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/PIL/Image.py:1975(resize)
        7    0.000    0.000    0.043    0.006 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/colorbar.py:264(__init__)
      171    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/internals/blocks.py:2089(maybe_coerce_values)
      140    0.000    0.000   77.222    0.552 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:468(print_png)
      280    0.000    0.000    0.006    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/ticker.py:470(_format_degrees)
      294    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/PIL/Image.py:2752(_check_size)
      480    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/gridliner.py:1265(__init__)
      147    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/core/shape_base.py:348(_stack_dispatcher)
     3719    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/inspect.py:2733(default)
       10    0.000    0.000    0.002    0.000 <frozen posixpath>:420(_joinrealpath)
      685    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/collections.py:422(set_pickradius)
      862    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/shapely/speedups/__init__.py:21(wrapper)
      617    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/patches.py:3977(set_mutation_scale)
       42    0.000    0.000    0.183    0.004 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pyproj/transformer.py:539(from_crs)
      140    0.000    0.000    0.007    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/contextlib.py:487(enter_context)
     1120    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/gridspec.py:70(<lambda>)
     1459    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/artist.py:1338(get_mouseover)
       50    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap>:1056(_find_spec)
        4    0.000    0.000    0.000    0.000 {pandas._libs.tslibs.vectorized.ints_to_pydatetime}
     1233    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/legend.py:601(_get_loc)
      161    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/internals/blocks.py:2184(check_ndim)
       22    0.000    0.000    0.004    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/figure.py:898(delaxes)
      274    0.000    0.000    0.008    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/shapely/geometry/base.py:124(wrapper)
      160    0.000    0.000    0.031    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/geoaxes.py:281(get_window_extent)
      618    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/inspect.py:1950(_signature_get_user_defined_method)
      628    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/ma/core.py:7193(reshape)
     1499    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/artist.py:400(is_transform_set)
      441    0.000    0.000    0.003    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/shapely/geometry/polygon.py:162(__next__)
      440    0.000    0.000    0.343    0.001 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/shapely/geometry/linestring.py:134(xy)
      147    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/core/shape_base.py:432(<listcomp>)
      274    0.000    0.000    0.003    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/gridliner.py:502(top_label_artists)
      400    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/_config/config.py:611(_get_deprecated_option)
     1020    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/artist.py:281(stale)
     1408    0.000    0.000    0.000    0.000 {method '__array__' of 'numpy.ndarray' objects}
       42    0.000    0.000    0.182    0.004 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pyproj/transformer.py:314(__init__)
      140    0.000    0.000    0.057    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:291(clear)
      411    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/feature/__init__.py:73(crs)
       21    0.000    0.000    0.013    0.001 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/geoaxes.py:1545(_boundary)
      280    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/skyfield/iokit.py:149(path_to)
    13/12    0.000    0.000    0.002    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/indexes/base.py:431(__new__)
      147    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/artist.py:908(set_rasterized)
      172    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/flags.py:49(__init__)
       60    0.000    0.000    0.002    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/feature_artist.py:86(__init__)
      280    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/series.py:1853(keys)
      177    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/indexes/base.py:7413(maybe_extract_name)
      372    0.000    0.000    0.005    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/inspect.py:848(getdoc)
      147    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/artist.py:1345(set_mouseover)
     1096    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/collections.py:382(<genexpr>)
       22    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/re/_compiler.py:241(_optimize_charset)
      140    0.000    0.000    0.028    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/geoaxes.py:287(draw)
   220/20    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/offsetbox.py:205(set_figure)
      334    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axes/_base.py:810(<dictcomp>)
       20    0.000    0.000    0.001    0.000 {pandas._libs.lib.maybe_convert_objects}
      100    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(flip)
      276    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/feature/__init__.py:267(scale)
     1312    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/scale.py:78(limit_range_for_scale)
      156    0.000    0.000    0.023    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axes/_base.py:1146(_gen_axes_patch)
      157    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/shapely/prepared.py:97(prep)
       82    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pyproj/crs/crs.py:1097(area_of_use)
      411    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/offsetbox.py:181(<listcomp>)
       40    0.000    0.000    0.076    0.002 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/legend_handler.py:475(create_artists)
      411    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/style.py:87(finalize)
       86    0.000    0.000    0.008    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/geoaxes.py:892(autoscale_view)
      202    0.000    0.000    0.008    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:2167(__eq__)
  410/136    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/shapely/geometry/geo.py:26(_is_coordinates_empty)
       95    0.000    0.000    0.002    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:1696(__init__)
     1655    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
      147    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/core/shape_base.py:424(<setcomp>)
      306    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(sort)
      280    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.BufferedReader' objects}
      862    0.000    0.000    0.000    0.000 {shapely.speedups._speedups.coordseq_iter}
     1644    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/text.py:821(get_horizontalalignment)
      900    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/re/_parser.py:231(__next)
      887    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pyarrow/pandas_compat.py:1188(<listcomp>)
      201    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/shapely/geometry/polygon.py:157(__iter__)
      140    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/backend_bases.py:1255(__init__)
      167    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/generic.py:5888(__getattr__)
      140    0.000    0.000    0.114    0.001 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/PIL/Image.py:597(_ensure_mutable)
        7    0.000    0.000    0.010    0.001 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/artist.py:1565(pprint_setters)
      480    0.000    0.000    0.006    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/gridliner.py:1273(set_visible)
      147    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/colorbar.py:976(set_alpha)
      149    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/PIL/PngImagePlugin.py:957(load_end)
      507    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/patches.py:2219(<listcomp>)
      908    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/shapely/geometry/base.py:1067(__init__)
      700    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axes/_base.py:1817(get_anchor)
      157    0.000    0.000    0.026    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/crs.py:1150(<listcomp>)
      314    0.000    0.000    0.004    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/offsetbox.py:610(get_transform)
      560    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
      274    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/gridliner.py:514(left_label_artists)
      140    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/figure.py:2964(get_size_inches)
      294    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/colorbar.py:1302(_short_axis)
     1393    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
     1002    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axis.py:1585(<dictcomp>)
      660    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/offsetbox.py:321(get_children)
       20    0.000    0.000    0.012    0.001 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/geoaxes.py:822(set_extent)
      628    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/ma/core.py:3225(_is_scalar)
       59    0.000    0.000    0.004    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/backend_bases.py:3310(update)
       82    0.000    0.000    0.005    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pyproj/crs/crs.py:125(_prepare_from_string)
      274    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/gridliner.py:494(has_labels)
       21    0.000    0.000    0.046    0.002 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/geoaxes.py:1533(_gen_axes_spines)
       37    0.000    0.000    0.002    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axes/_base.py:3164(set_axisbelow)
        2    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/font_manager.py:1547(_get_font)
      200    0.000    0.000    0.003    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/_config/config.py:262(__call__)
      436    0.000    0.000    0.001    0.000 <frozen os>:673(__getitem__)
       82    0.000    0.000    0.036    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/crs.py:1265(__init__)
      147    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/core/shape_base.py:420(<listcomp>)
      120    0.000    0.000    0.005    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/ma/core.py:6816(__call__)
       22    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/lib/shape_base.py:739(array_split)
      180    0.000    0.000    0.002    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/construction.py:399(extract_array)
    93/30    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/re/_parser.py:172(getwidth)
       40    0.000    0.000    0.003    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/ma/extras.py:288(__call__)
      173    0.000    0.000    0.063    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/tkinter/__init__.py:1695(configure)
      183    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1725(validate_all_hashable)
      157    0.000    0.000    0.002    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/crs.py:709(cw_boundary)
      948    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/PIL/_binary.py:84(i32be)
      491    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/collections.py:1003(set_paths)
       30    0.000    0.000    0.789    0.026 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axes/_subplots.py:14(__init__)
      149    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/PIL/PngImagePlugin.py:423(chunk_IHDR)
      274    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/gridliner.py:520(right_label_artists)
      140    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/contextlib.py:519(_push_cm_exit)
      149    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/PIL/Image.py:383(_getdecoder)
       50    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1464(_get_spec)
      157    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/construction.py:861(is_empty_data)
      147    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/image.py:802(set_resample)
     2195    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
      571    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/re/_parser.py:162(__getitem__)
      117    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/botocore/hooks.py:538(append_item)
       80    0.000    0.000    0.004    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:1376(contains_branch)
      160    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/construction.py:676(_sanitize_ndim)
      158    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/crs.py:727(domain)
     1370    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/offsetbox.py:44(bbox_artist)
     1758    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/font_manager.py:1201(score_style)
      147    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axis.py:810(<listcomp>)
     1981    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/PIL/Image.py:527(size)
       20    0.000    0.000    0.006    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/geoaxes.py:1375(gridlines)
      540    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_list_like}
      158    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/internals/managers.py:225(set_axis)
      612    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axes/_base.py:2935(<genexpr>)
       37    0.000    0.000    0.046    0.001 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axes/_base.py:1178(<dictcomp>)
      840    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/skyfield/toposlib.py:33(target)
      262    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/artist.py:1522(aliased_name)
      177    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:2073(__init__)
     1758    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/font_manager.py:1265(score_size)
      287    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingEncoder' objects}
      167    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/PIL/PngImagePlugin.py:204(crc)
      618    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/inspect.py:505(isbuiltin)
     1490    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/crs.py:1064(filter_last)
      980    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/backend_bases.py:969(set_gid)
      380    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/dtypes/inference.py:325(is_hashable)
      148    0.000    0.000    0.049    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/spines.py:207(register_axis)
      120    0.000    0.000    0.004    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/offsetbox.py:372(__init__)
      120    0.000    0.000    0.003    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/ma/core.py:8007(asanyarray)
      136    0.000    0.000    0.008    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/shapely/geometry/geo.py:67(shape)
       95    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:1705(_init)
       60    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/legend.py:1120(_get_legend_handles)
      795    0.000    0.000    0.001    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/re/_parser.py:252(get)
      147    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/PIL/Image.py:238(_conv_type_shape)
      560    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/linalg/linalg.py:2353(_norm_dispatcher)
      138    0.000    0.000    0.011    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/io/shapereader.py:143(geometries)
       21    0.000    0.000    0.641    0.031 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/geoaxes.py:395(__init__)
       39    0.000    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1007(get_code)
    51/13    0.000    0.000    0.041    0.003 <frozen importlib._bootstrap>:1167(_find_and_load)
      312    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/indexes/base.py:7318(ensure_index)
      431    0.000    0.000    0.000    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/PIL/_util.py:5(is_path)
        2    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
